iccs,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2015,0.77
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2016,0.67
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2017,0.62
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2018,0.59
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2019,0.53
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2020,0.48
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2021,0.51
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2022,0.55
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2008,2.83
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2009,0.0
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2010,2.79
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2011,0.0
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2012,0.0
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2013,0.0
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2014,2.69
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2015,0.0
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2016,0.0
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2017,2.64
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2018,2.62
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2019,0.0
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2020,2.58
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2022,0.0
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2008,8.9
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2009,7.54
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2010,6.33
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2011,6.19
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2012,6.03
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2013,5.79
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2014,5.27
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2015,5.75
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2016,4.92
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2017,3.97
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2018,3.45
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2019,3.01
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2020,3.54
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2021,2.5
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2022,2.21
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2008,1.45
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2009,1.01
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2010,1.59
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2011,0.78
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2012,0.57
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2013,0.37
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2014,0.73
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2015,0.89
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2016,0.87
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2017,0.34
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2018,0.5
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2019,0.65
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2020,0.32
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2021,0.47
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2022,1.39
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2008,4.52
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2009,4.99
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2010,3.3
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2011,3.33
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2012,4.74
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2013,3.41
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2014,3.85
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2015,4.08
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2016,5.64
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2017,5.59
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2018,5.22
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2019,4.74
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2020,4.88
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2021,5.18
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2022,4.05
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2008,3.57
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2009,1.62
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2010,2.1
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2011,3.07
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2012,2.42
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2013,1.45
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2014,3.06
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2015,2.73
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2016,3.86
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2017,1.77
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2018,2.09
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2019,3.38
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2020,2.57
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2021,2.26
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2022,1.13
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2008,1.71
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2009,1.71
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2010,1.9
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2011,1.31
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2012,1.36
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2013,0.97
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2014,1.21
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2015,1.01
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2016,0.82
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2017,1.21
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2019,1.06
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2020,0.48
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2021,0.63
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,North Macedonia,2022,0.98
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2008,1.47
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2009,0.97
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2010,0.97
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2011,0.72
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2012,2.39
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2013,1.42
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2014,1.41
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2015,0.93
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2016,1.11
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2017,1.96
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2018,1.26
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2019,0.81
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2020,1.17
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2021,0.39
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2022,1.54
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2008,0.91
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2009,0.93
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2013,0.88
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2014,0.86
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2015,0.71
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2016,0.64
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2017,0.92
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2018,0.69
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2019,0.72
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2020,0.7
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2021,0.72
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2022,0.81
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2008,0.72
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2009,0.6
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2010,0.6
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2011,2.26
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2012,0.54
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2013,0.93
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2014,0.57
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2015,0.46
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2016,0.52
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2017,0.53
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2018,0.47
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2019,0.53
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2020,0.58
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2021,0.54
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2022,0.55
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2008,1.21
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2009,1.29
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2010,1.15
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2011,1.18
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2012,0.99
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2013,0.78
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2014,0.74
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2015,0.76
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2016,0.67
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2017,0.73
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2018,0.7
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2019,0.54
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2020,0.69
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2021,0.7
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2022,0.69
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2008,1.17
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2009,1.23
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2010,1.17
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2011,1.08
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2012,1.16
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2013,1.37
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2014,0.88
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2015,0.96
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2016,0.64
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2017,0.74
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2018,0.79
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2019,0.71
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2020,0.79
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2021,0.8
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2022,0.72
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2008,2.28
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2009,1.94
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2010,1.88
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2011,1.56
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2012,1.88
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2013,1.68
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2014,1.49
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2015,1.46
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2016,1.25
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2017,1.3
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2018,1.37
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2019,1.31
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2020,1.32
Intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2021,0.99
