STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,iccs,International classification of crime for statistical purposes (ICCS),sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ES,Spain,2011,,187,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ES,Spain,2012,,234,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ES,Spain,2013,,257,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ES,Spain,2014,,259,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ES,Spain,2015,,278,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ES,Spain,2016,,300,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ES,Spain,2017,,317,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ES,Spain,2018,,61,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ES,Spain,2019,,289,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ES,Spain,2020,,287,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ES,Spain,2021,,317,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ES,Spain,2022,,326,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2008,,54,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2009,,52,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2010,,58,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2011,,56,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2012,,60,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2013,,64,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2014,,53,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2015,,60,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2016,,54,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2017,,51,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2018,,45,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2019,,45,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2020,,39,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2021,,43,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FI,Finland,2022,,39,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2008,,245,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2009,,240,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2010,,246,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2011,,253,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2012,,254,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2013,,327,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2014,,309,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2015,,210,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2016,,334,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2017,,468,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2018,,487,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2019,,509,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2020,,384,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,FR,France,2021,,374,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HR,Croatia,2008,,15,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HR,Croatia,2009,,24,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HR,Croatia,2010,,16,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HR,Croatia,2012,,13,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HR,Croatia,2013,,17,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HR,Croatia,2014,,15,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HR,Croatia,2015,,16,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HR,Croatia,2018,,18,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HR,Croatia,2019,,20,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HR,Croatia,2020,,17,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HR,Croatia,2021,,21,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HR,Croatia,2022,,21,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HU,Hungary,2013,,139,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HU,Hungary,2014,,155,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HU,Hungary,2015,,136,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HU,Hungary,2017,,170,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HU,Hungary,2018,,37,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HU,Hungary,2019,,93,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HU,Hungary,2020,,133,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HU,Hungary,2021,,164,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,HU,Hungary,2022,,132,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IE,Ireland,2013,,18,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IS,Iceland,2013,,1,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IS,Iceland,2017,,1,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IS,Iceland,2018,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2008,,138,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2009,,148,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2010,,168,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2011,,161,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2012,,150,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2013,,287,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2014,,289,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2015,,253,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2016,,267,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2017,,287,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2018,,286,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2019,,279,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2020,,282,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2021,,275,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,IT,Italy,2022,,281,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LI,Liechtenstein,2013,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LI,Liechtenstein,2014,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LI,Liechtenstein,2015,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LI,Liechtenstein,2016,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2008,,82,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2009,,79,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2010,,82,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2011,,90,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2012,,83,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2013,,97,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2014,,100,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2015,,91,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2016,,89,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2017,,89,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2018,,89,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2019,,74,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2020,,71,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2021,,56,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LT,Lithuania,2022,,46,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LU,Luxembourg,2011,,4,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LU,Luxembourg,2012,,4,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LU,Luxembourg,2013,,5,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LU,Luxembourg,2014,,4,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LU,Luxembourg,2015,,5,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LU,Luxembourg,2016,,1,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LU,Luxembourg,2017,,5,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LV,Latvia,2013,,45,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LV,Latvia,2014,,46,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LV,Latvia,2015,,49,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LV,Latvia,2016,,47,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LV,Latvia,2017,,42,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LV,Latvia,2018,,38,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LV,Latvia,2019,,39,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LV,Latvia,2020,,33,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LV,Latvia,2021,,33,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,LV,Latvia,2022,,34,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2008,,1,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2009,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2010,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2011,,1,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2012,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2013,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2014,,2,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2015,,1,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2016,,1,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2017,,1,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2018,,1,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2019,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2020,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2021,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,ME,Montenegro,2022,,3,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,MT,Malta,2013,,1,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,MT,Malta,2014,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,MT,Malta,2015,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,MT,Malta,2016,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,MT,Malta,2017,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,MT,Malta,2018,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,F,Females,NR,Number,MT,Malta,2019,,0,,,,,
